PeakID (cmd=annotatePeaks.pl ESR1_T2E.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_2044	chr16	85339413	85340258	+	2404.16	NA	promoter-TSS (NR_049816)	NA	96	NR_049816	100847022		NR_049816	ENSG00000266307	MIR5093	-	microRNA 5093	ncRNA
MACS_peak_574	chr10	65390266	65391096	+	2396.68	NA	Intergenic	NA	-109031	NM_001322258	221037	Hs.413416	NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
MACS_peak_3471	chr22	43130306	43131005	+	2396.63	NA	Intergenic	NA	-13348	NM_001318038	53947	Hs.105956	NM_017436	ENSG00000128274	A4GALT	A14GALT|A4GALT1|Gb3S|P(k)|P1|P1PK|PK	alpha 1,4-galactosyltransferase (P blood group)	protein-coding
MACS_peak_4898	chr8	102515967	102516765	+	2390.23	NA	intron (NM_001330593, intron 1 of 15)	NA	11699	NM_024915	79977	Hs.661088	NM_024915	ENSG00000083307	GRHL2	BOM|DFNA28|ECTDS|PPCD4|TFCP2L3	grainyhead like transcription factor 2	protein-coding
MACS_peak_223	chr1	114518833	114519968	+	2379.80	NA	3' UTR (NM_001369807, exon 16 of 16)	NA	-2613	NM_001286353	56944	Hs.9315	NM_020190	ENSG00000116774	OLFML3	HNOEL-iso|OLF44	olfactomedin like 3	protein-coding
MACS_peak_3314	chr21	44426378	44427402	+	2362.69	NA	intron (NM_001286258, intron 2 of 9)	NA	32218	NM_004571	5316	Hs.431043	NM_004571	ENSG00000160199	PKNOX1	PREP1|pkonx1c	PBX/knotted 1 homeobox 1	protein-coding
MACS_peak_5109	chr9	97545092	97546018	+	2335.47	NA	intron (NM_001193331, intron 3 of 7)	NA	23624	NM_001193329	84909	Hs.434253	NM_032823	ENSG00000148120	AOPEP	AP-O|APO|C90RF3|C9orf3|ONPEP	aminopeptidase O (putative)	protein-coding
MACS_peak_4433	chr6	125475574	125476568	+	2329.81	NA	intron (NM_001292026, intron 1 of 4)	NA	679	NM_001003395	7164	Hs.591347	NM_003287	ENSG00000111907	TPD52L1	D53	TPD52 like 1	protein-coding
MACS_peak_2	chr1	1008757	1009700	+	2325.45	NA	intron (NM_001205252, intron 1 of 1)	NA	458	NM_001205252	401934	Hs.568137	NM_001205252	ENSG00000237330	RNF223	-	ring finger protein 223	protein-coding
MACS_peak_3158	chr20	48900919	48902048	+	2323.29	NA	Intergenic	NA	-7774	NR_034124	284751	Hs.282325	NM_001025463	ENSG00000203999	LINC01270	-	long intergenic non-protein coding RNA 1270	ncRNA
MACS_peak_4449	chr6	135531957	135532890	+	2319.45	NA	intron (NR_134962, intron 14 of 14)	NA	-27875	NR_030317	693126		NR_030317	ENSG00000207689	MIR548A2	MIRN548A2	microRNA 548a-2	ncRNA
MACS_peak_506	chr10	29413667	29414349	+	2318.81	NA	Intergenic	NA	-163991	NM_032517	84569	Hs.558572	NM_032517	ENSG00000120563	LYZL1	KAAG648|LYC2|LYZD1|PRO1278|bA534G20.1	lysozyme like 1	protein-coding
MACS_peak_4760	chr8	11588091	11588601	+	2310.86	NA	intron (NM_002052, intron 2 of 6)	NA	22981	NM_001308093	2626	Hs.243987	NM_002052	ENSG00000136574	GATA4	ASD2|TACHD|TOF|VSD1	GATA binding protein 4	protein-coding
MACS_peak_938	chr11	77866863	77868135	+	2288.89	NA	intron (NR_102281, intron 2 of 2)	NA	16660	NR_102280	100289388	Hs.628183	NM_203432	ENSG00000246174	KCTD21-AS1	-	KCTD21 antisense RNA 1	ncRNA
MACS_peak_4896	chr8	102132582	102133328	+	2278.60	NA	Intergenic	NA	68673	NR_033962	441374	Hs.652045	NR_033962	ENSG00000248599	FLJ42969	-	uncharacterized LOC441374	ncRNA
MACS_peak_3237	chr21	16582391	16583025	+	2247.41	NA	Intergenic	NA	-145387	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
MACS_peak_4513	chr7	2578651	2579723	+	2213.03	NA	exon (NM_001350627, exon 11 of 13)	NA	12479	NR_039791	100616116		NR_039791	ENSG00000264357	MIR4648	-	microRNA 4648	ncRNA
MACS_peak_1697	chr15	64188655	64189608	+	2209.73	NA	Intergenic	NA	-25913	NR_029944	494334		NR_029944	ENSG00000199156	MIR422A	MIRN422A	microRNA 422a	ncRNA
MACS_peak_2547	chr19	38811927	38812683	+	2179.69	NA	intron (NM_004823, intron 1 of 2)	NA	1820	NM_004823	9424	Hs.240395	NM_004823	ENSG00000099337	KCNK6	K2p6.1|KCNK8|TOSS|TWIK-2|TWIK2	potassium two pore domain channel subfamily K member 6	protein-coding
MACS_peak_1328	chr13	98945379	98946278	+	2179.34	NA	intron (NM_001286839, intron 2 of 27)	NA	85050	NR_036129	100422881		NR_036129	ENSG00000263399	MIR3170	mir-3170	microRNA 3170	ncRNA
MACS_peak_4942	chr8	128871380	128872770	+	2177.37	NA	intron (NR_003367, intron 1 of 8)	NA	63867	NR_031609	100302185		NR_031609	ENSG00000283710	MIR1204	hsa-mir-1204	microRNA 1204	ncRNA
MACS_peak_658	chr10	99331094	99332015	+	2177.11	NA	promoter-TSS (NM_001291218)	NA	-644	NM_001291218	26287	Hs.73708	NM_020349	ENSG00000165887	ANKRD2	ARPP	ankyrin repeat domain 2	protein-coding
MACS_peak_2380	chr18	46516928	46517833	+	2174.06	NA	Intergenic	NA	-32693	NR_148999	100129878	Hs.437704	NR_148999	ENSG00000264269	LOC100129878	-	uncharacterized LOC100129878	ncRNA
MACS_peak_3403	chr22	29913104	29914016	+	2155.61	NA	intron (NM_001002878, intron 16 of 20)	NA	36084	NM_001002878	8563	Hs.75361	NM_003678	ENSG00000100296	THOC5	C22orf19|Fmip|PK1.3|fSAP79	THO complex 5	protein-coding
MACS_peak_1473	chr14	75388982	75389515	+	2148.29	NA	promoter-TSS (NM_031464)	NA	-103	NR_163406	83694	Hs.414481	NM_031464	ENSG00000198208	RPS6KL1	RSKL2	ribosomal protein S6 kinase like 1	protein-coding
MACS_peak_4155	chr5	131713957	131714771	+	2106.44	NA	intron (NM_003060, intron 2 of 9)	NA	-8756	NR_110997	553103	Hs.570908	NR_110997	ENSG00000233006	MIR3936HG	SLC22A5-AS1	MIR3936 host gene	ncRNA
MACS_peak_2914	chr2	171094872	171095839	+	2084.39	NA	intron (NR_045682, intron 7 of 35)	NA	60698	NR_045683	140469	Hs.671900	NM_138995	ENSG00000071909	MYO3B	-	myosin IIIB	protein-coding
MACS_peak_3257	chr21	32901612	32902202	+	2081.60	NA	intron (NM_001353688, intron 1 of 29)	NA	29493	NM_001353692	7074	Hs.517228	NM_003253	ENSG00000156299	TIAM1	TIAM-1	T cell lymphoma invasion and metastasis 1	protein-coding
MACS_peak_100	chr1	32308377	32309117	+	2065.74	NA	Intergenic	NA	-27095	NM_144569	90853	Hs.62604	NM_144569	ENSG00000134668	SPOCD1	PPP1R146	SPOC domain containing 1	protein-coding
MACS_peak_4640	chr7	92237465	92238346	+	2060.80	NA	3' UTR (NM_001259, exon 8 of 8)	NA	-18201	NR_109929	257415	Hs.18564	NM_152789	ENSG00000234545	FAM133B	-	family with sequence similarity 133 member B	protein-coding
MACS_peak_810	chr11	30542921	30543778	+	2057.38	NA	intron (NM_001145399, intron 3 of 6)	NA	58691	NM_001584	744	Hs.289795	NM_001584	ENSG00000066382	MPPED2	239FB|C11orf8	metallophosphoesterase domain containing 2	protein-coding
MACS_peak_1253	chr12	125478076	125478938	+	2057.24	NA	exon (NM_080626, exon 1 of 3)	NA	316	NM_080626	140707	Hs.596464	NM_080626	ENSG00000184992	BRI3BP	BNAS1|HCCR-1|HCCR-2|HCCRBP-1|HCCRBP-3|KG19	BRI3 binding protein	protein-coding
MACS_peak_4345	chr6	42042948	42043645	+	2037.70	NA	intron (NM_138572, intron 7 of 8)	NA	25034	NM_138572	129685	Hs.520122	NM_138572	ENSG00000137413	TAF8	II|TAF|TAF(II)43|TAFII-43|TAFII43|TBN	TATA-box binding protein associated factor 8	protein-coding
MACS_peak_451	chr10	5701835	5702755	+	2030.90	NA	intron (NR_037164, intron 1 of 6)	NA	6263	NR_037164	79754	Hs.445899	NM_024701	ENSG00000196372	ASB13	-	ankyrin repeat and SOCS box containing 13	protein-coding
MACS_peak_744	chr10	127313211	127313919	+	2017.39	NA	intron (NM_001318133, intron 3 of 3)	NA	50625	NR_023362	100169752	Hs.652647	NR_023362	ENSG00000237675	TEX36-AS1	-	TEX36 antisense RNA 1	ncRNA
MACS_peak_3342	chr21	46806509	46807102	+	2011.42	NA	Intergenic	NA	-18275	NM_130445	80781	Hs.517356	NM_030582	ENSG00000182871	COL18A1	KNO|KNO1|KS	collagen type XVIII alpha 1 chain	protein-coding
MACS_peak_5097	chr9	95380717	95381480	+	2002.07	NA	non-coding (NR_036505, exon 1 of 1)	NA	766	NR_036505	100128361	Hs.660395	NR_036505		LOC100128361	-	uncharacterized LOC100128361	ncRNA
MACS_peak_2291	chr17	76416837	76418058	+	1999.34	NA	intron (NR_110602, intron 8 of 8)	NA	42717	NM_024419	9489	Hs.654671	NM_024419	ENSG00000087157	PGS1	-	phosphatidylglycerophosphate synthase 1	protein-coding
MACS_peak_4807	chr8	33102424	33103285	+	1983.70	NA	Intergenic	NA	227810	NM_032664	84750	Hs.458713	NM_032664	ENSG00000172728	FUT10	FUCTX	fucosyltransferase 10	protein-coding
MACS_peak_3153	chr20	48692954	48693591	+	1981.88	NA	Intergenic	NA	-35106	NR_051976	100887755	Hs.195705	NR_051976		TRERNA1	LINC00651|treRNA	translation regulatory long non-coding RNA 1	ncRNA
MACS_peak_4901	chr8	102527229	102528578	+	1977.35	NA	intron (NM_001330593, intron 1 of 15)	NA	23236	NM_024915	79977	Hs.661088	NM_024915	ENSG00000083307	GRHL2	BOM|DFNA28|ECTDS|PPCD4|TFCP2L3	grainyhead like transcription factor 2	protein-coding
MACS_peak_149	chr1	43457698	43458573	+	1973.80	NA	Intergenic	NA	33415	NR_033967	440584	Hs.260928	NR_033967	ENSG00000227533	SLC2A1-AS1	-	SLC2A1 antisense RNA 1	ncRNA
MACS_peak_1628	chr15	31733033	31733652	+	1964.05	NA	Intergenic	NA	114304	NM_015995	51621	Hs.376443	NM_015995	ENSG00000169926	KLF13	BTEB3|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel like factor 13	protein-coding
MACS_peak_3755	chr3	160990132	160990894	+	1960.10	NA	Intergenic	NA	51435	NM_001320227	51068	Hs.598836	NM_015938	ENSG00000169251	NMD3	CGI-07	NMD3 ribosome export adaptor	protein-coding
MACS_peak_2451	chr19	4970743	4971403	+	1949.01	NA	intron (NM_001370094, intron 1 of 10)	NA	1949	NM_001370093	23030	Hs.654816	NM_015015	ENSG00000127663	KDM4B	JMJD2B|TDRD14B	lysine demethylase 4B	protein-coding
MACS_peak_2153	chr17	38336740	38337385	+	1948.72	NA	intron (NM_016339, intron 2 of 15)	NA	3339	NM_016339	51195	Hs.632254	NM_016339	ENSG00000108352	RAPGEFL1	Link-GEFII	Rap guanine nucleotide exchange factor like 1	protein-coding
MACS_peak_1313	chr13	69260001	69261212	+	1944.52	NA	Intergenic	NA	198851	NR_038878	338862		NR_038878	ENSG00000281778	LINC00550	-	long intergenic non-protein coding RNA 550	ncRNA
MACS_peak_2549	chr19	39204882	39205533	+	1941.02	NA	intron (NM_001322033, intron 9 of 20)	NA	29907	NM_144691	147968	Hs.731775	NM_144691	ENSG00000182472	CAPN12	-	calpain 12	protein-coding
MACS_peak_2273	chr17	72754318	72754988	+	1937.94	NA	intron (NM_004252, intron 1 of 5)	NA	9886	NM_004252	9368	Hs.724482	NM_004252	ENSG00000109062	SLC9A3R1	EBP50|NHERF|NHERF-1|NHERF1|NPHLOP2	SLC9A3 regulator 1	protein-coding
MACS_peak_2206	chr17	49026932	49028490	+	1936.53	NA	Intergenic	NA	-82372	NM_001243877	10140	Hs.703321	NM_005749	ENSG00000141232	TOB1	APRO5|APRO6|PIG49|TOB|TROB|TROB1	transducer of ERBB2, 1	protein-coding
MACS_peak_3093	chr20	35215504	35216286	+	1934.60	NA	intron (NM_001199535, intron 2 of 4)	NA	12938	NM_001199515	60436	Hs.632264	NM_021809	ENSG00000118707	TGIF2	-	TGFB induced factor homeobox 2	protein-coding
MACS_peak_2586	chr19	47839905	47840534	+	1929.08	NA	promoter-TSS (NM_018485)	NA	-133	NM_018485	27202	Hs.534412	NM_018485	ENSG00000134830	C5AR2	C5L2|GPF77|GPR77	complement component 5a receptor 2	protein-coding
MACS_peak_3850	chr4	3464820	3465649	+	1921.30	NA	exon (NM_001164673, exon 2 of 7)	NA	201	NM_001363811	285489	Hs.122110	NM_173660	ENSG00000175920	DOK7	C4orf25|CMS10|CMS1B|FADS3	docking protein 7	protein-coding
MACS_peak_3190	chr20	55730054	55733183	+	1911.55	NA	Intergenic	NA	-57134	NR_110631	102723590	Hs.667674	NR_110631		BMP7-AS1	-	BMP7 antisense RNA 1	ncRNA
MACS_peak_501	chr10	29214141	29214799	+	1904.81	NA	Intergenic	NA	79133	NM_001278522	283080		NM_001278522		C10orf126	bA492M23.1	chromosome 10 open reading frame 126	protein-coding
MACS_peak_21	chr1	7507729	7508315	+	1891.62	NA	intron (NM_001349609, intron 5 of 22)	NA	-58208	NR_146199	102725193	Hs.666120	NR_146199	ENSG00000237728	LOC102725193	-	uncharacterized LOC102725193	ncRNA
MACS_peak_5205	chr9	130809392	130810048	+	1889.38	NA	Intergenic	NA	19879	NM_197956	203245	Hs.373606	NM_197956	ENSG00000171169	NAIF1	C9orf90|bA379C10.2	nuclear apoptosis inducing factor 1	protein-coding
MACS_peak_2465	chr19	7968734	7969590	+	1889.15	NA	intron (NM_145185, intron 1 of 10)	NA	400	NM_001297556	5609	Hs.531754	NM_145185	ENSG00000076984	MAP2K7	JNKK2|MAPKK7|MEK|MEK 7|MKK7|PRKMK7|SAPKK-4|SAPKK4	mitogen-activated protein kinase kinase 7	protein-coding
MACS_peak_712	chr10	115998733	115999555	+	1881.25	NA	promoter-TSS (NM_001320804)	NA	131	NM_001272046	340706	Hs.197741	NM_198496	ENSG00000165816	VWA2	AMACO|CCSP-2|CCSP2|NET42	von Willebrand factor A domain containing 2	protein-coding
MACS_peak_3733	chr3	153936277	153936952	+	1876.68	NA	intron (NM_015595, intron 10 of 14)	NA	97435	NM_001251963	26084	Hs.240845	NM_015595	ENSG00000114790	ARHGEF26	CSGEF|HMFN1864|SGEF	Rho guanine nucleotide exchange factor 26	protein-coding
MACS_peak_4435	chr6	125523101	125523949	+	1871.01	NA	intron (NM_001292026, intron 1 of 4)	NA	-1332	NM_001318907	7164	Hs.591347	NM_003287	ENSG00000111907	TPD52L1	D53	TPD52 like 1	protein-coding
MACS_peak_4606	chr7	65478694	65479293	+	1854.54	NA	Intergenic	NA	-31793	NR_120531	2990	Hs.255230	NM_000181	ENSG00000169919	GUSB	BG|MPS7	glucuronidase beta	protein-coding
MACS_peak_5142	chr9	114774283	114775094	+	1852.59	NA	Intergenic	NA	80308	NR_039814	100616114		NR_039814	ENSG00000266315	MIR4668	mir-4668	microRNA 4668	ncRNA
MACS_peak_2491	chr19	16574410	16575474	+	1850.49	NA	intron (NM_021235, intron 1 of 22)	NA	7839	NM_001258374	58513	Hs.654639	NM_021235	ENSG00000127527	EPS15L1	EPS15R	epidermal growth factor receptor pathway substrate 15 like 1	protein-coding
MACS_peak_4407	chr6	109028429	109029188	+	1847.42	NA	Intergenic	NA	-44049	NR_033376	387111	Hs.520310	NR_033376	ENSG00000203801	LINC00222	C6orf181|NCRNA00222|dJ354J5.2	long intergenic non-protein coding RNA 222	ncRNA
MACS_peak_2071	chr16	88829723	88830577	+	1839.64	NA	intron (NM_001142864, intron 1 of 50)	NA	20975	NR_120387	339059	Hs.449817	NR_120387	ENSG00000182376	LOC339059	-	uncharacterized LOC339059	ncRNA
MACS_peak_4941	chr8	128812750	128813582	+	1828.51	NA	intron (NR_003367, intron 1 of 8)	NA	4958	NR_031609	100302185		NR_031609	ENSG00000283710	MIR1204	hsa-mir-1204	microRNA 1204	ncRNA
MACS_peak_2551	chr19	39226787	39227464	+	1817.91	NA	intron (NM_144691, intron 11 of 20)	NA	7989	NM_144691	147968	Hs.731775	NM_144691	ENSG00000182472	CAPN12	-	calpain 12	protein-coding
MACS_peak_3351	chr21	47714435	47715057	+	1811.93	NA	intron (NM_058181, intron 3 of 4)	NA	8490	NM_001314024	54059	Hs.474066	NM_058181	ENSG00000182362	YBEY	C21orf57	ybeY metalloendoribonuclease	protein-coding
MACS_peak_263	chr1	154162967	154163494	+	1789.33	NA	intron (NR_103460, intron 3 of 3)	NA	1346	NM_001364682	7170	Hs.535581	NM_152263	ENSG00000143549	TPM3	CAPM1|CFTD|HEL-189|HEL-S-82p|NEM1|OK/SW-cl.5|TM-5|TM3|TM30|TM30nm|TM5|TPM3nu|TPMsk3|TRK|hscp30	tropomyosin 3	protein-coding
MACS_peak_5361	chrX	153877779	153878670	+	1788.29	NA	Intergenic	NA	3629	NM_172377	30848	Hs.87225	NM_020994	ENSG00000126890	CTAG2	CAMEL|CT2|CT6.2|CT6.2a|CT6.2b|ESO2|LAGE-1|LAGE2B	cancer/testis antigen 2	protein-coding
MACS_peak_3273	chr21	38639781	38640772	+	1779.69	NA	promoter-TSS (NM_006052)	NA	133	NM_001331021	10311	Hs.369488	NM_006052	ENSG00000157538	VPS26C	DCRA|DSCR3|DSCRA	VPS26 endosomal protein sorting factor C	protein-coding
MACS_peak_5150	chr9	116846360	116847275	+	1765.76	NA	Intergenic	NA	-6237	NM_001633	259	Hs.436911	NM_001633	ENSG00000106927	AMBP	A1M|EDC1|HCP|HI30|IATIL|ITI|ITIL|ITILC|UTI	alpha-1-microglobulin/bikunin precursor	protein-coding
MACS_peak_773	chr11	2214406	2214989	+	1754.33	NA	Intergenic	NA	20404	NR_039834	100616126		NR_039834	ENSG00000265258	MIR4686	-	microRNA 4686	ncRNA
MACS_peak_2098	chr17	4436963	4438254	+	1743.53	NA	intron (NM_001124758, intron 9 of 12)	NA	21071	NM_014520	10514	Hs.22824	NM_014520	ENSG00000132382	MYBBP1A	P160|PAP2|Pol5	MYB binding protein 1a	protein-coding
MACS_peak_533	chr10	43521495	43522553	+	1735.35	NA	Intergenic	NA	29013	NR_049836	100847014		NR_049836	ENSG00000263795	MIR5100	-	microRNA 5100	ncRNA
MACS_peak_2433	chr19	2524869	2525411	+	1729.05	NA	intron (NM_052847, intron 3 of 4)	NA	49015	NM_015675	4616	Hs.110571	NM_015675	ENSG00000099860	GADD45B	GADD45BETA|MYD118	growth arrest and DNA damage inducible beta	protein-coding
MACS_peak_5015	chr9	33220967	33221779	+	1710.66	NA	Intergenic	NA	-18792	NM_014471	27290	Hs.555934	NM_014471	ENSG00000122711	SPINK4	HEL136|PEC-60|PEC60	serine peptidase inhibitor, Kazal type 4	protein-coding
MACS_peak_3525	chr3	14298028	14298825	+	1709.63	NA	Intergenic	NA	78109	NM_014463	27258	Hs.111632	NM_014463	ENSG00000170860	LSM3	SMX4|USS2|YLR438C	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
MACS_peak_3339	chr21	46749851	46750812	+	1701.18	NA	Intergenic	NA	11574	NR_103811	388830	Hs.592162	NR_103811	ENSG00000237664	LINC00316	C21orf111|NCRNA00316|PRED59	long intergenic non-protein coding RNA 316	ncRNA
MACS_peak_1795	chr15	90371086	90372135	+	1698.55	NA	Intergenic	NA	-13526	NM_001150	290	Hs.1239	NM_001150	ENSG00000166825	ANPEP	APN|CD13|GP150|LAP1|P150|PEPN	alanyl aminopeptidase, membrane	protein-coding
MACS_peak_2522	chr19	31189276	31190201	+	1695.33	NA	intron (NM_001352260, intron 5 of 5)	NA	326447	NM_001352260	9745	Hs.378901	NM_014717	ENSG00000198597	ZNF536	-	zinc finger protein 536	protein-coding
MACS_peak_4808	chr8	36919503	36920190	+	1694.67	NA	Intergenic	NA	-59625	NR_031672	100302233		NR_031672	ENSG00000221641	MIR1268A	MIR1268|MIRN1268|hsa-mir-1268|hsa-mir-1268a	microRNA 1268a	ncRNA
MACS_peak_3397	chr22	29215097	29216134	+	1694.06	NA	Intergenic	NA	-19055	NM_005080	7494	Hs.437638	NM_005080	ENSG00000100219	XBP1	TREB-5|TREB5|XBP-1|XBP2	X-box binding protein 1	protein-coding
MACS_peak_3243	chr21	16958980	16959943	+	1692.46	NA	Intergenic	NA	-142792	NM_001283041	29761	Hs.743994	NM_013396	ENSG00000155313	USP25	USP21	ubiquitin specific peptidase 25	protein-coding
MACS_peak_461	chr10	8767686	8768424	+	1688.46	NA	Intergenic	NA	-131701	NR_134492	105376398	Hs.63158	NR_134492		LOC105376398	-	uncharacterized LOC105376398	ncRNA
MACS_peak_460	chr10	8170052	8171000	+	1676.90	NA	Intergenic	NA	73875	NM_001002295	2625	Hs.524134	NM_002051	ENSG00000107485	GATA3	HDR|HDRS	GATA binding protein 3	protein-coding
MACS_peak_2546	chr19	38789473	38790407	+	1675.85	NA	Intergenic	NA	-4951	NM_001317801	64073	Hs.631544	NM_022125	ENSG00000167644	C19orf33	H2RSP|IMUP|IMUP-1|IMUP-2	chromosome 19 open reading frame 33	protein-coding
MACS_peak_1387	chr14	50459508	50460245	+	1675.85	NA	promoter-TSS (NR_126499)	NA	-24	NR_126499	283551	Hs.292580	NM_001012706	ENSG00000214900	LINC01588	C14orf182	long intergenic non-protein coding RNA 1588	ncRNA
MACS_peak_5108	chr9	97401233	97402041	+	1672.24	NA	5' UTR (NM_000507, exon 1 of 7)	NA	163	NM_000507	2203	Hs.494496	NM_000507	ENSG00000165140	FBP1	FBP	fructose-bisphosphatase 1	protein-coding
MACS_peak_622	chr10	80888168	80888949	+	1669.95	NA	intron (NM_020338, intron 2 of 24)	NA	59835	NM_020338	57178	Hs.193118	NM_020338	ENSG00000108175	ZMIZ1	MIZ|RAI17|TRAFIP10|ZIMP10	zinc finger MIZ-type containing 1	protein-coding
MACS_peak_302	chr1	177417809	177418348	+	1665.78	NA	Intergenic	NA	97356	NR_126001	102724661	Hs.146628	NR_126001		LINC01645	-	long intergenic non-protein coding RNA 1645	ncRNA
MACS_peak_2887	chr2	159579593	159581110	+	1656.29	NA	intron (NR_135242, intron 1 of 3)	NA	11163	NR_135242	100129029	Hs.630724	NR_135242	ENSG00000204380	PKP4-AS1	-	PKP4 antisense RNA 1	ncRNA
MACS_peak_4347	chr6	42090373	42090949	+	1642.60	NA	intron (NM_001164446, intron 2 of 4)	NA	19697	NM_001164446	647024	Hs.444277	NM_001164446	ENSG00000188112	C6orf132	bA7K24.2	chromosome 6 open reading frame 132	protein-coding
MACS_peak_4586	chr7	47514765	47515921	+	1641.98	NA	intron (NM_022748, intron 4 of 30)	NA	-10942	NR_145813	109623468		NR_145813		SNORD151	-	small nucleolar RNA, C/D box 151	snoRNA
MACS_peak_3828	chr3	196013750	196015165	+	1626.33	NA	intron (NM_005017, intron 1 of 9)	NA	140	NM_005017	5130	Hs.135997	NM_005017	ENSG00000161217	PCYT1A	CCTA|CT|CTA|CTPCT|PCYT1|SMDCRD	phosphate cytidylyltransferase 1, choline, alpha	protein-coding
MACS_peak_3364	chr22	21270940	21271539	+	1623.61	NA	promoter-TSS (NM_005207)	NA	-456	NM_005207	1399	Hs.5613	NM_005207	ENSG00000099942	CRKL	-	CRK like proto-oncogene, adaptor protein	protein-coding
MACS_peak_4986	chr8	144099220	144099958	+	1620.98	NA	promoter-TSS (NM_002346)	NA	218	NR_026913	100133669	Hs.195309	NR_026913		LY6E-DT	-	LY6E divergent transcript	ncRNA
MACS_peak_3115	chr20	43393706	43394951	+	1616.62	NA	intron (NM_182970, intron 2 of 5)	NA	-19460	NR_132377	106144538	Hs.255479	NR_132377		KCNK15-AS1	-	KCNK15 and WISP2 antisense RNA 1	ncRNA
MACS_peak_3545	chr3	33759553	33760154	+	1606.18	NA	promoter-TSS (NM_001365629)	NA	-107	NM_001365631	23122	Hs.108614	NM_015097	ENSG00000163539	CLASP2	-	cytoplasmic linker associated protein 2	protein-coding
MACS_peak_2533	chr19	34370328	34371616	+	1604.48	NA	Intergenic	NA	83197	NM_024076	79047	Hs.221873	NM_024076	ENSG00000153885	KCTD15	-	potassium channel tetramerization domain containing 15	protein-coding
MACS_peak_4099	chr5	66510845	66512237	+	1601.43	NA	Intergenic	NA	-18914	NM_005582	4064	Hs.87205	NM_005582	ENSG00000134061	CD180	LY64|Ly78|RP105	CD180 molecule	protein-coding
MACS_peak_1781	chr15	88421235	88421833	+	1600.60	NA	intron (NM_001243101, intron 17 of 17)	NA	67965	NR_162119	113218493		NR_162119		MIR11181	-	microRNA 11181	ncRNA
MACS_peak_3819	chr3	194215581	194216168	+	1600.60	NA	Intergenic	NA	8005	NR_033929	401106	Hs.407087	NR_033929		LINC00884	-	long intergenic non-protein coding RNA 884	ncRNA
MACS_peak_326	chr1	182992437	182993690	+	1598.03	NA	exon (NM_002293, exon 1 of 28)	NA	508	NM_002293	3915	Hs.609663	NM_002293	ENSG00000135862	LAMC1	LAMB2	laminin subunit gamma 1	protein-coding
MACS_peak_2462	chr19	7684602	7685350	+	1597.24	NA	intron (NM_020196, intron 16 of 18)	NA	2651	NR_106850	102465475		NR_106850	ENSG00000273657	MIR6792	hsa-mir-6792	microRNA 6792	ncRNA
MACS_peak_1202	chr12	116932819	116933708	+	1594.60	NA	Intergenic	NA	-37964	NR_027345	100287569	Hs.441601	NM_207436	ENSG00000196668	LINC00173	NCRNA00173	long intergenic non-protein coding RNA 173	ncRNA
MACS_peak_2317	chr17	80846659	80848085	+	1584.85	NA	intron (NM_005993, intron 15 of 38)	NA	-49474	NM_024702	79755	Hs.464391	NM_024702	ENSG00000141579	ZNF750	ZFP750	zinc finger protein 750	protein-coding
MACS_peak_3582	chr3	50642379	50642954	+	1571.97	NA	Intergenic	NA	6539	NM_013324	1154	Hs.655334	NM_013324	ENSG00000114737	CISH	BACTS2|CIS|CIS-1|G18|SOCS	cytokine inducible SH2 containing protein	protein-coding
MACS_peak_1102	chr12	53365363	53366253	+	1566.78	NA	Intergenic	NA	-22164	NM_001256293	3856	Hs.533782	NM_002273	ENSG00000170421	KRT8	CARD2|CK-8|CK8|CYK8|K2C8|K8|KO	keratin 8	protein-coding
