PeakID (cmd=annotatePeaks.pl ESR1_T2D.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_826	chr7	45583020	45583465	+	299.37	NA	Intergenic	NA	-30497	NM_001281768	107	Hs.192215	NM_021116	ENSG00000164742	ADCY1	AC1|DFNB44	adenylate cyclase 1	protein-coding
MACS_peak_605	chr21	47714553	47714861	+	298.76	NA	intron (NM_058181, intron 3 of 4)	NA	8451	NM_001314024	54059	Hs.474066	NM_058181	ENSG00000182362	YBEY	C21orf57	ybeY metalloendoribonuclease	protein-coding
MACS_peak_457	chr19	50073797	50074278	+	298.76	NA	intron (NM_001270960, intron 1 of 8)	NA	9776	NM_001363649	51070	Hs.7236	NM_015953	ENSG00000142546	NOSIP	CGI-25	nitric oxide synthase interacting protein	protein-coding
MACS_peak_277	chr14	100603444	100603945	+	296.81	NA	intron (NM_016337, intron 9 of 13)	NA	22288	NM_206918	123099	Hs.159643	NM_206918	ENSG00000168350	DEGS2	C14orf66|DES2|FADS8	delta 4-desaturase, sphingolipid 2	protein-coding
MACS_peak_882	chr8	98776345	98776795	+	294.77	NA	Intergenic	NA	-11446	NM_018407	55353	Hs.492314	NM_018407	ENSG00000104341	LAPTM4B	LAPTM4beta|LC27	lysosomal protein transmembrane 4 beta	protein-coding
MACS_peak_13	chr1	41389370	41389728	+	292.77	NA	Intergenic	NA	-55819	NR_125440	1503	Hs.473087	NM_001905	ENSG00000171793	CTPS1	CTPS|GATD5|IMD24	CTP synthase 1	protein-coding
MACS_peak_372	chr17	5217116	5217536	+	288.86	NA	intron (NM_004703, intron 2 of 18)	NA	31747	NM_004703	9135	Hs.584784	NM_004703	ENSG00000029725	RABEP1	RAB5EP|RABPT5	rabaptin, RAB GTPase binding effector protein 1	protein-coding
MACS_peak_573	chr20	49343711	49344314	+	284.83	NA	Intergenic	NA	-4105	NM_032521	84612	Hs.589848	NM_032521	ENSG00000124171	PARD6B	PAR6B	par-6 family cell polarity regulator beta	protein-coding
MACS_peak_635	chr3	13517636	13518058	+	282.76	NA	TTS (NR_046690)	NA	3706	NR_046690	100874101	Hs.535701	NR_046690	ENSG00000244502	HDAC11-AS1	-	HDAC11 antisense RNA 1	ncRNA
MACS_peak_164	chr11	84398443	84398961	+	281.59	NA	intron (NM_001351274, intron 5 of 26)	NA	33283	NM_001351276	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding
MACS_peak_319	chr15	87407209	87407558	+	275.78	NA	intron (NM_152336, intron 23 of 24)	NA	-68728	NR_135682	105370954	Hs.668501	NR_135682	ENSG00000259636	LOC105370954	-	uncharacterized LOC105370954	ncRNA
MACS_peak_938	chr9	115147088	115147528	+	273.97	NA	intron (NR_036651, intron 1 of 9)	NA	4920	NM_032303	84263	Hs.59486	NM_032303	ENSG00000119471	HSDL2	C9orf99|SDR13C1	hydroxysteroid dehydrogenase like 2	protein-coding
MACS_peak_781	chr6	30719315	30719666	+	273.54	NA	Intergenic	NA	-7166	NM_003897	8870	Hs.76095	NM_003897	ENSG00000137331	IER3	DIF-2|DIF2|GLY96|IEX-1|IEX-1L|IEX1|PRG1	immediate early response 3	protein-coding
MACS_peak_308	chr15	71388987	71389425	+	272.11	NA	Intergenic	NA	-44582	NM_024817	79875	Hs.387057	NM_024817	ENSG00000187720	THSD4	ADAMTSL-6|ADAMTSL6|FVSY9334|PRO34005	thrombospondin type 1 domain containing 4	protein-coding
MACS_peak_396	chr17	56716953	56717385	+	272.10	NA	intron (NM_198393, intron 2 of 32)	NA	52247	NM_001201457	56155	Hs.390221	NM_031272	ENSG00000121101	TEX14	CT113|SPGF23	testis expressed 14, intercellular bridge forming factor	protein-coding
MACS_peak_976	chrX	115416656	115417158	+	270.37	NA	Intergenic	NA	114910	NM_000686	186	Hs.405348	NM_000686	ENSG00000180772	AGTR2	AT2|ATGR2|MRX88	angiotensin II receptor type 2	protein-coding
MACS_peak_331	chr16	8772947	8773469	+	258.93	NA	intron (NM_020686, intron 1 of 15)	NA	4734	NM_020686	18	Hs.336768	NM_000663	ENSG00000183044	ABAT	GABA-AT|GABAT|NPD009	4-aminobutyrate aminotransferase	protein-coding
MACS_peak_500	chr2	112690332	112690803	+	254.39	NA	intron (NM_006343, intron 2 of 18)	NA	34383	NM_006343	10461	Hs.306178	NM_006343	ENSG00000153208	MERTK	MER|RP38|Tyro12|c-Eyk|c-mer	MER proto-oncogene, tyrosine kinase	protein-coding
MACS_peak_681	chr3	161057378	161057809	+	253.95	NA	Intergenic	NA	32278	NM_001040100	165679	Hs.369104	NM_145035	ENSG00000196542	SPTSSB	ADMP|C3orf57|SSSPTB	serine palmitoyltransferase small subunit B	protein-coding
MACS_peak_618	chr22	37585145	37585560	+	249.70	NA	intron (NM_001365878, intron 3 of 4)	NA	-1065	NM_031910	114904	Hs.22011	NM_031910	ENSG00000133466	C1QTNF6	CTFP6|CTRP6|ZACRP6	C1q and TNF related 6	protein-coding
MACS_peak_602	chr21	46806655	46807052	+	249.31	NA	Intergenic	NA	-18227	NM_130445	80781	Hs.517356	NM_030582	ENSG00000182871	COL18A1	KNO|KNO1|KS	collagen type XVIII alpha 1 chain	protein-coding
MACS_peak_448	chr19	39205127	39205467	+	248.69	NA	intron (NM_001322033, intron 9 of 20)	NA	29817	NM_144691	147968	Hs.731775	NM_144691	ENSG00000182472	CAPN12	-	calpain 12	protein-coding
MACS_peak_544	chr2	217957302	217957774	+	248.23	NA	Intergenic	NA	-189918	NR_133642	105373877		NR_133642		DIRC3-AS1	-	DIRC3 antisense RNA 1	ncRNA
MACS_peak_676	chr3	156260104	156260536	+	245.85	NA	3' UTR (NM_001308205, exon 5 of 5)	NA	11594	NM_001308205	6747	Hs.518346	NM_007107	ENSG00000114850	SSR3	TRAPG	signal sequence receptor subunit 3	protein-coding
MACS_peak_206	chr12	113659564	113659988	+	245.43	NA	promoter-TSS (NM_001330452)	NA	507	NM_001351346	53373	Hs.524763	NM_017901	ENSG00000186815	TPCN1	TPC1	two pore segment channel 1	protein-coding
MACS_peak_230	chr13	109739960	109740380	+	237.29	NA	intron (NM_015011, intron 27 of 34)	NA	79481	NR_047700	100885782	Hs.655942	NR_047700	ENSG00000236242	MYO16-AS1	-	MYO16 antisense RNA 1	ncRNA
MACS_peak_701	chr4	991576	991934	+	235.24	NA	intron (NM_000203, intron 2 of 13)	NA	-1743	NM_001363576	3425	Hs.89560	NM_000203	ENSG00000127415	IDUA	IDA|MPS1	iduronidase alpha-L-	protein-coding
MACS_peak_22	chr1	61681326	61681702	+	232.13	NA	intron (NM_001145512, intron 3 of 11)	NA	37676	NR_104180	645030	Hs.632410	NR_104180	ENSG00000237853	NFIA-AS1	-	NFIA antisense RNA 1	ncRNA
MACS_peak_187	chr12	53365771	53366119	+	232.13	NA	Intergenic	NA	-22301	NM_001256293	3856	Hs.533782	NM_002273	ENSG00000170421	KRT8	CARD2|CK-8|CK8|CYK8|K2C8|K8|KO	keratin 8	protein-coding
MACS_peak_710	chr4	56813221	56813674	+	230.50	NA	Intergenic	NA	-1664	NM_025009	9662	Hs.518767	NM_014645	ENSG00000174799	CEP135	CEP4|KIAA0635|MCPH8	centrosomal protein 135	protein-coding
MACS_peak_320	chr15	90236886	90237218	+	229.69	NA	intron (NM_001284395, intron 1 of 16)	NA	3010	NM_001284396	56964	Hs.177557	NM_020212	ENSG00000140527	WDR93	-	WD repeat domain 93	protein-coding
MACS_peak_412	chr17	79868682	79869122	+	227.49	NA	TTS (NM_016538)	NA	149	NM_001282203	5833	Hs.569843	NM_002861	ENSG00000185813	PCYT2	ET	phosphate cytidylyltransferase 2, ethanolamine	protein-coding
MACS_peak_567	chr20	46704614	46705060	+	226.99	NA	Intergenic	NA	-85976	NR_110027	101927457	Hs.445823	NR_110027		LINC01522	-	long intergenic non-protein coding RNA 1522	ncRNA
MACS_peak_746	chr5	35477032	35477397	+	226.29	NA	Intergenic	NA	-140751	NM_144722	79925	Hs.298863	NM_024867	ENSG00000152582	SPEF2	CT122|KPL2	sperm flagellar 2	protein-coding
MACS_peak_862	chr8	13014447	13014807	+	225.42	NA	intron (NM_182643, intron 5 of 17)	NA	-23829	NM_001348084	10395	Hs.134296	NM_006094	ENSG00000164741	DLC1	ARHGAP7|HP|STARD12|p122-RhoGAP	DLC1 Rho GTPase activating protein	protein-coding
MACS_peak_269	chr14	91884305	91884786	+	225.38	NA	promoter-TSS (NM_001080414)	NA	-381	NM_001080414	440193	Hs.525536	NM_001080414	ENSG00000015133	CCDC88C	DAPLE|HKRP2|HYC1|KIAA1509|SCA40	coiled-coil domain containing 88C	protein-coding
MACS_peak_446	chr19	37064003	37064347	+	224.95	NA	promoter-TSS (NM_001321351)	NA	19	NM_001352272	57711	Hs.654960	NM_020951	ENSG00000186020	ZNF529	-	zinc finger protein 529	protein-coding
MACS_peak_699	chr3	197079887	197080298	+	221.72	NA	Intergenic	NA	-53900	NM_001366203	1739	Hs.292549	NM_004087	ENSG00000075711	DLG1	DLGH1|SAP-97|SAP97|hdlg	discs large MAGUK scaffold protein 1	protein-coding
MACS_peak_810	chr6	157148387	157148746	+	221.04	NA	intron (NM_001346813, intron 1 of 19)	NA	-47701	NR_039676	100616154		NR_039676	ENSG00000271899	MIR4466	mir-4466	microRNA 4466	ncRNA
MACS_peak_913	chr8	144099285	144099766	+	217.71	NA	promoter-TSS (NM_002346)	NA	282	NR_026913	100133669	Hs.195309	NR_026913		LY6E-DT	-	LY6E divergent transcript	ncRNA
MACS_peak_670	chr3	150454927	150455459	+	217.47	NA	intron (NR_121657, intron 1 of 2)	NA	1579	NR_121657	101928105		NR_121657		LOC101928105	-	uncharacterized LOC101928105	ncRNA
MACS_peak_547	chr2	226707795	226708115	+	217.35	NA	Intergenic	NA	-299555	NR_046102	646736	Hs.712836	NR_046102		LOC646736	-	uncharacterized LOC646736	ncRNA
MACS_peak_185	chr12	46887489	46887934	+	216.95	NA	intron (NR_125380, intron 3 of 3)	NA	109821	NR_125381	100288798	Hs.525922	NR_125377		LOC100288798	-	uncharacterized LOC100288798	ncRNA
MACS_peak_311	chr15	75063316	75063687	+	215.14	NA	Intergenic	NA	-10920	NM_001127190	1445	Hs.77793	NM_004383	ENSG00000103653	CSK	-	C-terminal Src kinase	protein-coding
MACS_peak_188	chr12	53551656	53551985	+	214.92	NA	3' UTR (NM_001244706, exon 8 of 8)	NA	6457	NM_001244706	51380	Hs.279815	NM_015989	ENSG00000139631	CSAD	CSD|PCAP	cysteine sulfinic acid decarboxylase	protein-coding
MACS_peak_727	chr4	148988672	148989063	+	213.70	NA	intron (NM_024605, intron 22 of 22)	NA	285121	NR_039962	100616246		NR_039962	ENSG00000264274	MIR4799	-	microRNA 4799	ncRNA
MACS_peak_104	chr10	44668968	44669334	+	212.99	NA	Intergenic	NA	-119047	NM_001258000	100130539	Hs.694626	NM_001258000	ENSG00000277288	C10orf142	-	chromosome 10 open reading frame 142	protein-coding
MACS_peak_569	chr20	47481238	47481748	+	211.93	NA	Intergenic	NA	-36957	NM_020820	57580	Hs.153310	NM_020820	ENSG00000124126	PREX1	P-REX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein-coding
MACS_peak_8	chr1	17846975	17847374	+	211.41	NA	Intergenic	NA	-19019	NR_137287	55160	Hs.443460	NM_018125	ENSG00000074964	ARHGEF10L	GrinchGEF	Rho guanine nucleotide exchange factor 10 like	protein-coding
MACS_peak_117	chr10	80888367	80888690	+	210.66	NA	intron (NM_020338, intron 2 of 24)	NA	59805	NM_020338	57178	Hs.193118	NM_020338	ENSG00000108175	ZMIZ1	MIZ|RAI17|TRAFIP10|ZIMP10	zinc finger MIZ-type containing 1	protein-coding
MACS_peak_840	chr7	69110377	69110730	+	208.07	NA	intron (NM_001127232, intron 1 of 4)	NA	47092	NM_001127231	26053	Hs.21631	NM_015570	ENSG00000158321	AUTS2	FBRSL2|MRD26	activator of transcription and developmental regulator AUTS2	protein-coding
MACS_peak_803	chr6	125475986	125476327	+	207.92	NA	intron (NM_001292026, intron 1 of 4)	NA	764	NM_001003395	7164	Hs.591347	NM_003287	ENSG00000111907	TPD52L1	D53	TPD52 like 1	protein-coding
MACS_peak_29	chr1	108741766	108742162	+	206.93	NA	intron (NM_013386, intron 1 of 9)	NA	1001	NM_013386	29957	Hs.656870	NM_013386	ENSG00000085491	SLC25A24	APC1|SCAMC-1|SCAMC1	solute carrier family 25 member 24	protein-coding
MACS_peak_415	chr17	81128649	81129003	+	206.57	NA	Intergenic	NA	-45840	NR_029406	388574	Hs.546918	NR_029406	ENSG00000232938	RPL23AP87	-	ribosomal protein L23a pseudogene 87	pseudo
MACS_peak_476	chr2	28600094	28600405	+	206.34	NA	Intergenic	NA	-15476	NM_005253	2355	Hs.220971	NM_005253	ENSG00000075426	FOSL2	FRA2	FOS like 2, AP-1 transcription factor subunit	protein-coding
MACS_peak_421	chr18	21302510	21302990	+	206.21	NA	intron (NM_198129, intron 2 of 74)	NA	33333	NM_001127717	3909	Hs.436367	NM_000227	ENSG00000053747	LAMA3	BM600|E170|LAMNA|LOCS	laminin subunit alpha 3	protein-coding
MACS_peak_974	chrX	106586536	106586939	+	205.39	NA	Intergenic	NA	136875	NM_001169154	139212	Hs.128836	NM_173494	ENSG00000080572	PIH1D3	CILD36|CXorf41|DNAAF6|NYSAR97|TWISTER	PIH1 domain containing 3	protein-coding
MACS_peak_789	chr6	44191415	44191782	+	205.39	NA	5' UTR (NM_001078177, exon 1 of 14)	NA	266	NM_001078177	2030	Hs.25450	NM_004955	ENSG00000112759	SLC29A1	ENT1	solute carrier family 29 member 1 (Augustine blood group)	protein-coding
MACS_peak_802	chr6	121508920	121509324	+	205.30	NA	intron (NM_001367759, intron 23 of 33)	NA	146504	NR_104452	221322	Hs.121396	NM_152730	ENSG00000146350	TBC1D32	BROMI|C6orf170|C6orf171	TBC1 domain family member 32	protein-coding
MACS_peak_755	chr5	78489503	78489816	+	205.16	NA	Intergenic	NA	-42295	NM_152405	133746	Hs.482605	NM_152405	ENSG00000152409	JMY	WHAMM2|WHDC1L3	junction mediating and regulatory protein, p53 cofactor	protein-coding
MACS_peak_140	chr11	13356836	13357265	+	204.82	NA	intron (NM_001351821, intron 3 of 19)	NA	57776	NM_001351821	406	Hs.65734	NM_001178	ENSG00000133794	ARNTL	BMAL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5	aryl hydrocarbon receptor nuclear translocator like	protein-coding
MACS_peak_529	chr2	177710398	177710796	+	204.76	NA	Intergenic	NA	208115	NR_110599	102724224	Hs.663125	NR_110599	ENSG00000224577	LINC01117	-	long intergenic non-protein coding RNA 1117	ncRNA
MACS_peak_664	chr3	129690304	129690619	+	204.63	NA	Intergenic	NA	-3102	NM_007117	7200	Hs.182231	NM_007117	ENSG00000170893	TRH	Pro-TRH|TRF	thyrotropin releasing hormone	protein-coding
MACS_peak_238	chr14	39374703	39375070	+	204.58	NA	intron (NR_135256, intron 2 of 3)	NA	11200	NR_039982	283547	Hs.675941	NR_039982	ENSG00000259070	LINC00639	-	long intergenic non-protein coding RNA 639	ncRNA
MACS_peak_305	chr15	69300426	69300736	+	204.24	NA	intron (NR_033672, intron 2 of 16)	NA	-6453	NM_024505	79400	Hs.657932	NM_024505	ENSG00000255346	NOX5	-	NADPH oxidase 5	protein-coding
MACS_peak_479	chr2	35522432	35522877	+	203.29	NA	Intergenic	NA	-173817	NR_039629	100616475		NR_039629	ENSG00000265301	MIR548AD	-	microRNA 548ad	ncRNA
MACS_peak_570	chr20	48428973	48429357	+	202.13	NA	promoter-TSS (NR_048537)	NA	-85	NM_001260491	23315	Hs.444202	NM_015266	ENSG00000197818	SLC9A8	NHE-8|NHE8	solute carrier family 9 member A8	protein-coding
MACS_peak_721	chr4	105817804	105818227	+	202.13	NA	Intergenic	NA	-249017	NM_017628	54790	Hs.367639	NM_017628	ENSG00000168769	TET2	KIAA1546|MDS	tet methylcytosine dioxygenase 2	protein-coding
MACS_peak_5	chr1	11434460	11434786	+	201.77	NA	Intergenic	NA	101368	NM_001330350	29914	Hs.522933	NM_013319	ENSG00000120942	UBIAD1	SCCD|TERE1	UbiA prenyltransferase domain containing 1	protein-coding
MACS_peak_312	chr15	75109765	75110101	+	199.63	NA	intron (NM_021819, intron 4 of 13)	NA	4757	NM_021819	79748	Hs.620644	NM_021819	ENSG00000140506	LMAN1L	ERGIC-53L|ERGL	lectin, mannose binding 1 like	protein-coding
MACS_peak_483	chr2	45979741	45980134	+	199.44	NA	intron (NM_005400, intron 1 of 14)	NA	101123	NM_005400	5581	Hs.580351	NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
MACS_peak_76	chr10	6195281	6195515	+	199.36	NA	intron (NM_001282630, intron 1 of 14)	NA	-1173	NR_039698	100628560		NR_039698	ENSG00000283634	MIR3155B	hsa-mir-3155b	microRNA 3155b	ncRNA
MACS_peak_173	chr11	121196867	121197106	+	196.82	NA	Intergenic	NA	33409	NM_001024956	6309	Hs.287749	NM_006918	ENSG00000109929	SC5D	ERG3|S5DES|SC5DL	sterol-C5-desaturase	protein-coding
MACS_peak_878	chr8	87212137	87212624	+	195.77	NA	Intergenic	NA	30230	NM_138817	157724	Hs.149095	NM_138817	ENSG00000164893	SLC7A13	AGT-1|AGT1|XAT2	solute carrier family 7 member 13	protein-coding
MACS_peak_71	chr1	247267605	247268018	+	195.14	NA	promoter-TSS (NM_024804)	NA	-2	NR_147502	400812	Hs.558907	NR_147502		FLJ39095	-	uncharacterized LOC400812	ncRNA
MACS_peak_511	chr2	134250466	134250869	+	194.33	NA	intron (NM_207363, intron 3 of 19)	NA	75367	NM_207481	344148	Hs.537329	NM_207363	ENSG00000176771	NCKAP5	ERIH1|ERIH2|NAP5	NCK associated protein 5	protein-coding
MACS_peak_943	chr9	126090038	126090428	+	194.28	NA	Intergenic	NA	-28243	NM_173689	286204	Hs.568340	NM_173689	ENSG00000148204	CRB2	FSGS9|VMCKD	crumbs cell polarity complex component 2	protein-coding
MACS_peak_445	chr19	35808387	35808745	+	194.00	NA	Intergenic	NA	-11506	NM_001185101	933	Hs.579691	NM_001771	ENSG00000012124	CD22	SIGLEC-2|SIGLEC2	CD22 molecule	protein-coding
MACS_peak_785	chr6	42090484	42090804	+	193.71	NA	intron (NM_001164446, intron 2 of 4)	NA	19714	NM_001164446	647024	Hs.444277	NM_001164446	ENSG00000188112	C6orf132	bA7K24.2	chromosome 6 open reading frame 132	protein-coding
MACS_peak_177	chr12	6473057	6473362	+	193.28	NA	intron (NM_001159576, intron 1 of 11)	NA	-11117	NM_001270987	4055	Hs.1116	NM_002342	ENSG00000111321	LTBR	D12S370|LT-BETA-R|TNF-R-III|TNFCR|TNFR-RP|TNFR2-RP|TNFR3|TNFRSF3	lymphotoxin beta receptor	protein-coding
MACS_peak_426	chr18	74398761	74399200	+	193.07	NA	Intergenic	NA	-3006	NR_122073	400661	Hs.514963	NR_122073	ENSG00000276397	LINC01879	-	long intergenic non-protein coding RNA 1879	ncRNA
MACS_peak_110	chr10	69968237	69968530	+	192.11	NA	intron (NM_032578, intron 19 of 19)	NA	23487	NM_145178	220202	Hs.175396	NM_145178	ENSG00000179774	ATOH7	Math5|NCRNA|PHPVAR|RNANC|bHLHa13	atonal bHLH transcription factor 7	protein-coding
MACS_peak_111	chr10	71079169	71079545	+	191.92	NA	intron (NM_000188, intron 1 of 17)	NA	754	NM_000188	3098	Hs.370365	NM_000188	ENSG00000156515	HK1	HK|HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1|RP79|hexokinase	hexokinase 1	protein-coding
MACS_peak_682	chr3	161120058	161120497	+	191.45	NA	Intergenic	NA	-23938	NR_102265	101243545	Hs.737526	NR_102265	ENSG00000240567	LINC02067	-	long intergenic non-protein coding RNA 2067	ncRNA
MACS_peak_776	chr6	6759086	6759382	+	191.23	NA	Intergenic	NA	-136175	NR_026970	285780	Hs.655737	NM_173675	ENSG00000216863	LY86-AS1	LY86-AS|LY86AS	LY86 antisense RNA 1	ncRNA
MACS_peak_239	chr14	44367390	44367726	+	191.23	NA	Intergenic	NA	608928	NM_032135	84075	Hs.307086	NM_032135	ENSG00000189139	FSCB	C14orf155	fibrous sheath CABYR binding protein	protein-coding
MACS_peak_800	chr6	120004166	120004583	+	190.78	NA	intron (NR_134600, intron 2 of 3)	NA	133401	NR_134600	105377975	Hs.671597	NR_134600		LOC105377975	-	uncharacterized LOC105377975	ncRNA
MACS_peak_355	chr16	79071520	79071873	+	190.28	NA	intron (NM_001291997, intron 7 of 7)	NA	562938	NM_005360	4094	Hs.134859	NM_005360	ENSG00000178573	MAF	AYGRP|CCA4|CTRCT21|c-MAF	MAF bZIP transcription factor	protein-coding
MACS_peak_410	chr17	72765937	72766299	+	189.65	NA	TTS (NM_004252)	NA	6366	NM_001305086	26151	Hs.144058	NM_015654	ENSG00000109065	NAT9	EBSP, hNATL	N-acetyltransferase 9 (putative)	protein-coding
MACS_peak_18	chr1	45770306	45770685	+	189.29	NA	non-coding (NR_024270, exon 1 of 1)	NA	913	NR_024270	400752	Hs.334348	NR_024270	ENSG00000281912	LINC01144	-	long intergenic non-protein coding RNA 1144	ncRNA
MACS_peak_473	chr2	20581072	20581424	+	188.54	NA	Intergenic	NA	-29234	NM_001352920	23369	Hs.467824	NM_015317	ENSG00000055917	PUM2	PUMH2|PUML2	pumilio RNA binding family member 2	protein-coding
MACS_peak_28	chr1	93459653	93459978	+	188.27	NA	Intergenic	NA	-32736	NM_001252270	388650	Hs.180946	NM_001006605	ENSG00000154511	DIPK1A	FAM69A	divergent protein kinase domain 1A	protein-coding
MACS_peak_77	chr10	6196679	6197069	+	186.93	NA	intron (NM_001282630, intron 1 of 14)	NA	-2649	NR_039698	100628560		NR_039698	ENSG00000283634	MIR3155B	hsa-mir-3155b	microRNA 3155b	ncRNA
MACS_peak_623	chr22	39878805	39879084	+	186.14	NA	intron (NM_002409, intron 1 of 1)	NA	-4285	NM_001098270	4248	Hs.276808	NM_002409	ENSG00000128268	MGAT3	GNT-III|GNT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	protein-coding
MACS_peak_698	chr3	195876911	195877430	+	185.37	NA	intron (NR_034088, intron 2 of 2)	NA	7663	NR_034088	401109	Hs.280133	NM_001001699	ENSG00000224652	LINC00885	-	long intergenic non-protein coding RNA 885	ncRNA
MACS_peak_762	chr5	131714409	131714723	+	184.92	NA	intron (NM_003060, intron 2 of 9)	NA	-8958	NR_110997	553103	Hs.570908	NR_110997	ENSG00000233006	MIR3936HG	SLC22A5-AS1	MIR3936 host gene	ncRNA
MACS_peak_384	chr17	39692275	39692607	+	184.09	NA	Intergenic	NA	-7881	NM_002276	3880	Hs.654568	NM_002276	ENSG00000171345	KRT19	CK19|K19|K1CS	keratin 19	protein-coding
MACS_peak_44	chr1	154301753	154302118	+	183.07	NA	intron (NM_001367934, intron 1 of 26)	NA	661	NM_001367934	57198	Hs.435700	NM_020452	ENSG00000143515	ATP8B2	ATPID	ATPase phospholipid transporting 8B2	protein-coding
MACS_peak_342	chr16	48439441	48439738	+	181.46	NA	Intergenic	NA	-20265	NM_003031	6477	Hs.706828	NM_003031	ENSG00000196470	SIAH1	SIAH1A	siah E3 ubiquitin protein ligase 1	protein-coding
MACS_peak_27	chr1	85763504	85763859	+	181.33	NA	Intergenic	NA	-21366	NM_001320715	8915	Hs.193516	NM_003921	ENSG00000142867	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	BCL10 immune signaling adaptor	protein-coding
MACS_peak_480	chr2	38303164	38303554	+	179.50	NA	promoter-TSS (NM_000104)	NA	-36	NM_000104	1545	Hs.154654	NM_000104	ENSG00000138061	CYP1B1	ASGD6|CP1B|CYPIB1|GLC3A|P4501B1	cytochrome P450 family 1 subfamily B member 1	protein-coding
MACS_peak_430	chr19	1181579	1182029	+	177.98	NA	Intergenic	NA	-7537	NM_014963	22904	Hs.408708	NM_014963	ENSG00000064932	SBNO2	KIAA0963|SNO|STNO	strawberry notch homolog 2	protein-coding
MACS_peak_565	chr20	44002488	44002750	+	176.92	NA	exon (NM_014477, exon 5 of 5)	NA	4346	NM_014477	27296	Hs.710271	NM_014477	ENSG00000124251	TP53TG5	C20orf10|CLG01	TP53 target 5	protein-coding
MACS_peak_482	chr2	43500697	43501073	+	176.82	NA	intron (NM_001083953, intron 36 of 37)	NA	46535	NR_027251	100129726	Hs.194480	NM_178529	ENSG00000279873	LINC01126	-	long intergenic non-protein coding RNA 1126	ncRNA
MACS_peak_202	chr12	97894398	97894786	+	175.13	NA	intron (NR_024037, intron 7 of 8)	NA	8905	NR_031653	100302289		NR_031653	ENSG00000221479	MIR1251	MIRN1251|hsa-mir-1251	microRNA 1251	ncRNA
MACS_peak_860	chr8	11588183	11588407	+	173.09	NA	intron (NM_002052, intron 2 of 6)	NA	22930	NM_001308093	2626	Hs.243987	NM_002052	ENSG00000136574	GATA4	ASD2|TACHD|TOF|VSD1	GATA binding protein 4	protein-coding
MACS_peak_171	chr11	118796565	118796884	+	172.38	NA	Intergenic	NA	15307	NR_039713	100616376		NR_039713	ENSG00000264211	MIR4492	mir-4492	microRNA 4492	ncRNA
MACS_peak_3	chr1	10010435	10010869	+	172.27	NA	TTS (NR_158969)	NA	7119	NM_022787	64802	Hs.633762	NM_022787	ENSG00000173614	NMNAT1	LCA9|NMNAT|PNAT1	nicotinamide nucleotide adenylyltransferase 1	protein-coding
MACS_peak_973	chrX	104217458	104217798	+	171.39	NA	intron (NM_017416, intron 2 of 10)	NA	247749	NM_031274	56157	Hs.567543	NM_031274	ENSG00000268629	TEX13A	-	testis expressed 13A	protein-coding
MACS_peak_979	chrX	139574420	139574753	+	171.04	NA	Intergenic	NA	12639	NM_005634	6658	Hs.157429	NM_005634	ENSG00000134595	SOX3	GHDX|MRGH|PHP|PHPX|SOXB	SRY-box transcription factor 3	protein-coding
