PeakID (cmd=annotatePeaks.pl ESR1_WTE.macsPeaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MACS_peak_1289	chr11	77970782	77971566	+	3100.00	NA	NA	NA	71209	NM_020798	57558	Hs.531249	NM_020798	ENSG00000118369	USP35	-	ubiquitin specific peptidase 35	protein-coding
MACS_peak_6767	chr8	128811938	128814216	+	3100.00	NA	NA	NA	4869	NR_031609	100302185		NR_031609	ENSG00000283710	MIR1204	hsa-mir-1204	microRNA 1204	ncRNA
MACS_peak_4333	chr20	48901069	48901949	+	3100.00	NA	NA	NA	-7748	NR_034124	284751	Hs.282325	NM_001025463	ENSG00000203999	LINC01270	-	long intergenic non-protein coding RNA 1270	ncRNA
MACS_peak_2104	chr14	95522391	95523751	+	3100.00	NA	NA	NA	76769	NM_001195573	23405	Hs.87889	NM_030621	ENSG00000100697	DICER1	DCR1|Dicer|Dicer1e|GLOW|HERNA|K12H4.8-LIKE|MNG1|RMSE2	dicer 1, ribonuclease III	protein-coding
MACS_peak_5121	chr3	161057077	161057968	+	3100.00	NA	NA	NA	32349	NM_001040100	165679	Hs.369104	NM_145035	ENSG00000196542	SPTSSB	ADMP|C3orf57|SSSPTB	serine palmitoyltransferase small subunit B	protein-coding
MACS_peak_4573	chr21	46806194	46807214	+	3100.00	NA	NA	NA	-18376	NM_130445	80781	Hs.517356	NM_030582	ENSG00000182871	COL18A1	KNO|KNO1|KS	collagen type XVIII alpha 1 chain	protein-coding
MACS_peak_5848	chr6	15036689	15037584	+	3100.00	NA	NA	NA	-209164	NM_004973	3720	Hs.269059	NM_004973	ENSG00000008083	JARID2	JMJ	jumonji and AT-rich interaction domain containing 2	protein-coding
MACS_peak_159	chr1	32308332	32308968	+	3100.00	NA	NA	NA	-26998	NM_144569	90853	Hs.62604	NM_144569	ENSG00000134668	SPOCD1	PPP1R146	SPOC domain containing 1	protein-coding
MACS_peak_1725	chr12	132344935	132345854	+	3100.00	NA	NA	NA	32456	NM_016155	4326	Hs.709245	NM_016155	ENSG00000198598	MMP17	MMP-17|MT4-MMP|MT4MMP|MTMMP4	matrix metallopeptidase 17	protein-coding
MACS_peak_4011	chr2	171095001	171095940	+	3100.00	NA	NA	NA	60813	NR_045683	140469	Hs.671900	NM_138995	ENSG00000071909	MYO3B	-	myosin IIIB	protein-coding
MACS_peak_3605	chr2	10897248	10898587	+	3100.00	NA	NA	NA	36161	NM_144583	245973	Hs.580464	NM_144583	ENSG00000143882	ATP6V1C2	ATP6C2|VMA5	ATPase H+ transporting V1 subunit C2	protein-coding
MACS_peak_2917	chr17	38604570	38605542	+	3100.00	NA	NA	NA	5354	NM_001552	3487	Hs.462998	NM_001552	ENSG00000141753	IGFBP4	BP-4|HT29-IGFBP|IBP4|IGFBP-4	insulin like growth factor binding protein 4	protein-coding
MACS_peak_1251	chr11	72496487	72498028	+	3100.00	NA	NA	NA	2682	NR_039841	100616410		NR_039841	ENSG00000265064	MIR4692	-	microRNA 4692	ncRNA
MACS_peak_3974	chr2	159583473	159584525	+	3100.00	NA	NA	NA	7515	NR_135242	100129029	Hs.630724	NR_135242	ENSG00000204380	PKP4-AS1	-	PKP4 antisense RNA 1	ncRNA
MACS_peak_3044	chr17	64947989	64949038	+	3100.00	NA	NA	NA	-12310	NM_014405	27092	Hs.514423	NM_014405	ENSG00000075461	CACNG4	-	calcium voltage-gated channel auxiliary subunit gamma 4	protein-coding
MACS_peak_2413	chr15	90370895	90372180	+	3100.00	NA	NA	NA	-13453	NM_001150	290	Hs.1239	NM_001150	ENSG00000166825	ANPEP	APN|CD13|GP150|LAP1|P150|PEPN	alanyl aminopeptidase, membrane	protein-coding
MACS_peak_4031	chr2	175525462	175526537	+	3100.00	NA	NA	NA	21628	NM_001077269	7456	Hs.128067	NM_003387	ENSG00000115935	WIPF1	PRPL-2|WAS2|WASPIP|WIP	WAS/WASL interacting protein family member 1	protein-coding
MACS_peak_3292	chr19	1181390	1182509	+	3100.00	NA	NA	NA	-7682	NM_014963	22904	Hs.408708	NM_014963	ENSG00000064932	SBNO2	KIAA0963|SNO|STNO	strawberry notch homolog 2	protein-coding
MACS_peak_1225	chr11	69706042	69707358	+	3100.00	NA	NA	NA	-72516	NM_005247	2248	Hs.37092	NM_005247	ENSG00000186895	FGF3	HBGF-3|INT2	fibroblast growth factor 3	protein-coding
MACS_peak_662	chr10	17487317	17488291	+	3100.00	NA	NA	NA	8790	NM_001345961	338596	Hs.677766	NM_001004470	ENSG00000148488	ST8SIA6	SIA8F|SIAT8-F|SIAT8F|ST8SIA-VI|ST8SiaVI	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	protein-coding
MACS_peak_4315	chr20	47480645	47482199	+	3100.00	NA	NA	NA	-36886	NM_020820	57580	Hs.153310	NM_020820	ENSG00000124126	PREX1	P-REX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein-coding
MACS_peak_952	chr10	115438150	115439688	+	3100.00	NA	NA	NA	-2	NM_001267056	840	Hs.9216	NM_001227	ENSG00000165806	CASP7	CASP-7|CMH-1|ICE-LAP3|LICE2|MCH3	caspase 7	protein-coding
MACS_peak_2925	chr17	38732090	38733361	+	3100.00	NA	NA	NA	-11001	NM_001301714	1236	Hs.370036	NM_001838	ENSG00000126353	CCR7	BLR2|CC-CKR-7|CCR-7|CD197|CDw197|CMKBR7|EBI1	C-C motif chemokine receptor 7	protein-coding
MACS_peak_3012	chr17	56716767	56718311	+	3100.00	NA	NA	NA	51877	NM_001201457	56155	Hs.390221	NM_031272	ENSG00000121101	TEX14	CT113|SPGF23	testis expressed 14, intercellular bridge forming factor	protein-coding
MACS_peak_1058	chr11	2189883	2191099	+	3100.00	NA	NA	NA	2554	NM_000360	7054	Hs.435609	NM_000360	ENSG00000180176	TH	DYT14|DYT5b|TYH	tyrosine hydroxylase	protein-coding
MACS_peak_6194	chr7	4722467	4723926	+	3100.00	NA	NA	NA	1270	NM_001037165	221937	Hs.487393	NM_001037165	ENSG00000164916	FOXK1	FOXK1L	forkhead box K1	protein-coding
MACS_peak_5795	chr6	1641114	1641998	+	3100.00	NA	NA	NA	31406	NM_001453	2296	Hs.348883	NM_001453	ENSG00000054598	FOXC1	ARA|ASGD3|FKHL7|FREAC-3|FREAC3|IGDA|IHG1|IRID1|RIEG3	forkhead box C1	protein-coding
MACS_peak_1006	chr10	127313122	127314182	+	3100.00	NA	NA	NA	50712	NR_023362	100169752	Hs.652647	NR_023362	ENSG00000237675	TEX36-AS1	-	TEX36 antisense RNA 1	ncRNA
MACS_peak_4825	chr3	14297855	14298555	+	3100.00	NA	NA	NA	77888	NM_014463	27258	Hs.111632	NM_014463	ENSG00000170860	LSM3	SMX4|USS2|YLR438C	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
MACS_peak_5683	chr5	131714182	131714782	+	3100.00	NA	NA	NA	-8874	NR_110997	553103	Hs.570908	NR_110997	ENSG00000233006	MIR3936HG	SLC22A5-AS1	MIR3936 host gene	ncRNA
MACS_peak_6768	chr8	128871353	128872592	+	3100.00	NA	NA	NA	63764	NR_031609	100302185		NR_031609	ENSG00000283710	MIR1204	hsa-mir-1204	microRNA 1204	ncRNA
MACS_peak_1921	chr14	50459424	50460243	+	3100.00	NA	NA	NA	19	NR_126499	283551	Hs.292580	NM_001012706	ENSG00000214900	LINC01588	C14orf182	long intergenic non-protein coding RNA 1588	ncRNA
MACS_peak_4297	chr20	46703684	46705770	+	3100.00	NA	NA	NA	-85866	NR_110027	101927457	Hs.445823	NR_110027		LINC01522	-	long intergenic non-protein coding RNA 1522	ncRNA
MACS_peak_3973	chr2	159579434	159581218	+	3100.00	NA	NA	NA	11188	NR_135242	100129029	Hs.630724	NR_135242	ENSG00000204380	PKP4-AS1	-	PKP4 antisense RNA 1	ncRNA
MACS_peak_3238	chr18	46517061	46517745	+	3100.00	NA	NA	NA	-32670	NR_148999	100129878	Hs.437704	NR_148999	ENSG00000264269	LOC100129878	-	uncharacterized LOC100129878	ncRNA
MACS_peak_6863	chr9	33220855	33221756	+	3100.00	NA	NA	NA	-18860	NM_014471	27290	Hs.555934	NM_014471	ENSG00000122711	SPINK4	HEL136|PEC-60|PEC60	serine peptidase inhibitor, Kazal type 4	protein-coding
MACS_peak_4327	chr20	48692824	48693875	+	3100.00	NA	NA	NA	-35183	NR_051976	100887755	Hs.195705	NR_051976		TRERNA1	LINC00651|treRNA	translation regulatory long non-coding RNA 1	ncRNA
MACS_peak_905	chr10	99331156	99332079	+	3100.00	NA	NA	NA	-581	NM_001291218	26287	Hs.73708	NM_020349	ENSG00000165887	ANKRD2	ARPP	ankyrin repeat domain 2	protein-coding
MACS_peak_2689	chr16	72963184	72963863	+	3100.00	NA	NA	NA	118504	NM_006885	463	Hs.598297	NM_006885	ENSG00000140836	ZFHX3	ATBF1|ATBT|ZNF927	zinc finger homeobox 3	protein-coding
MACS_peak_2914	chr17	38477912	38478991	+	3100.00	NA	NA	NA	3954	NM_001145301	5914	Hs.654583	NM_000964	ENSG00000131759	RARA	NR1B1|RAR	retinoic acid receptor alpha	protein-coding
MACS_peak_3315	chr19	2576019	2576925	+	3100.00	NA	NA	NA	-54241	NR_107004	102465838		NR_107004	ENSG00000277904	MIR7850	hsa-mir-7850	microRNA 7850	ncRNA
MACS_peak_5087	chr3	150454687	150455634	+	3100.00	NA	NA	NA	1612	NR_121657	101928105		NR_121657		LOC101928105	-	uncharacterized LOC101928105	ncRNA
MACS_peak_6771	chr8	128881999	128883541	+	3100.00	NA	NA	NA	74562	NR_031609	100302185		NR_031609	ENSG00000283710	MIR1204	hsa-mir-1204	microRNA 1204	ncRNA
MACS_peak_219	chr1	43457716	43458554	+	3100.00	NA	NA	NA	33415	NR_033967	440584	Hs.260928	NR_033967	ENSG00000227533	SLC2A1-AS1	-	SLC2A1 antisense RNA 1	ncRNA
MACS_peak_3139	chr17	80571695	80572577	+	3100.00	NA	NA	NA	34184	NM_019613	56270	Hs.132161	NM_019613	ENSG00000141580	WDR45B	NEDSBAS|WDR45L|WIPI-3|WIPI3	WD repeat domain 45B	protein-coding
MACS_peak_7304	chrX	153877743	153878746	+	3100.00	NA	NA	NA	3609	NM_172377	30848	Hs.87225	NM_020994	ENSG00000126890	CTAG2	CAMEL|CT2|CT6.2|CT6.2a|CT6.2b|ESO2|LAGE-1|LAGE2B	cancer/testis antigen 2	protein-coding
MACS_peak_7160	chr9	140407911	140410335	+	3100.00	NA	NA	NA	35731	NM_001098537	375775	Hs.294147	NM_152286	ENSG00000130653	PNPLA7	C9orf111|NTE-R1|NTEL1	patatin like phospholipase domain containing 7	protein-coding
MACS_peak_4437	chr21	16582248	16583113	+	3100.00	NA	NA	NA	-145359	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
MACS_peak_4153	chr2	238467402	238468383	+	3100.00	NA	NA	NA	-7325	NM_015893	51052	Hs.247710	NM_015893	ENSG00000071677	PRLH	PRH|PRRP	prolactin releasing hormone	protein-coding
MACS_peak_2771	chr16	85525017	85526174	+	3061.31	NA	NA	NA	-119420	NM_001134473	23199	Hs.461647	NM_014615	ENSG00000131149	GSE1	CRHSP24|KIAA0182	Gse1 coiled-coil protein	protein-coding
MACS_peak_2297	chr15	64237549	64238690	+	3059.70	NA	NA	NA	17646	NR_120344	101928988	Hs.673214	NR_120344	ENSG00000259351	LOC101928988	-	uncharacterized LOC101928988	ncRNA
MACS_peak_1658	chr12	122186502	122187261	+	3057.49	NA	NA	NA	36223	NM_001080825	144404	Hs.644504	NM_001080825	ENSG00000188735	TMEM120B	-	transmembrane protein 120B	protein-coding
MACS_peak_2471	chr16	1240425	1242347	+	3048.79	NA	NA	NA	33882	NM_012467	25823	Hs.592076	NM_012467	ENSG00000116176	TPSG1	PRSS31|TMT|trpA	tryptase gamma 1	protein-coding
MACS_peak_2079	chr14	91884227	91885282	+	3046.24	NA	NA	NA	-590	NM_001080414	440193	Hs.525536	NM_001080414	ENSG00000015133	CCDC88C	DAPLE|HKRP2|HYC1|KIAA1509|SCA40	coiled-coil domain containing 88C	protein-coding
MACS_peak_3497	chr19	39226707	39227481	+	3040.95	NA	NA	NA	8020	NM_144691	147968	Hs.731775	NM_144691	ENSG00000182472	CAPN12	-	calpain 12	protein-coding
MACS_peak_327	chr1	114518844	114520006	+	3036.09	NA	NA	NA	-2588	NM_001286353	56944	Hs.9315	NM_020190	ENSG00000116774	OLFML3	HNOEL-iso|OLF44	olfactomedin like 3	protein-coding
MACS_peak_4282	chr20	43393414	43394788	+	3033.25	NA	NA	NA	-19233	NR_132377	106144538	Hs.255479	NR_132377		KCNK15-AS1	-	KCNK15 and WISP2 antisense RNA 1	ncRNA
MACS_peak_2215	chr15	31732988	31733785	+	3029.50	NA	NA	NA	114348	NM_015995	51621	Hs.376443	NM_015995	ENSG00000169926	KLF13	BTEB3|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel like factor 13	protein-coding
MACS_peak_4258	chr20	35215191	35216173	+	3027.42	NA	NA	NA	12725	NM_001199515	60436	Hs.632264	NM_021809	ENSG00000118707	TGIF2	-	TGFB induced factor homeobox 2	protein-coding
MACS_peak_3077	chr17	72754121	72754928	+	3016.57	NA	NA	NA	9757	NM_004252	9368	Hs.724482	NM_004252	ENSG00000109062	SLC9A3R1	EBP50|NHERF|NHERF-1|NHERF1|NPHLOP2	SLC9A3 regulator 1	protein-coding
MACS_peak_3316	chr19	2578819	2579638	+	3012.62	NA	NA	NA	-51485	NR_107004	102465838		NR_107004	ENSG00000277904	MIR7850	hsa-mir-7850	microRNA 7850	ncRNA
MACS_peak_6716	chr8	102527388	102528632	+	3012.14	NA	NA	NA	23343	NM_024915	79977	Hs.661088	NM_024915	ENSG00000083307	GRHL2	BOM|DFNA28|ECTDS|PPCD4|TFCP2L3	grainyhead like transcription factor 2	protein-coding
MACS_peak_2345	chr15	74002049	74003121	+	3009.41	NA	NA	NA	25474	NM_001329628	80381	Hs.744915	NM_025240	ENSG00000103855	CD276	4Ig-B7-H3|B7-H3|B7H3|B7RP-2	CD276 molecule	protein-coding
MACS_peak_3000	chr17	55420095	55421012	+	2998.16	NA	NA	NA	86173	NM_170721	124540	Hs.658922	NM_138962	ENSG00000153944	MSI2	MSI2H	musashi RNA binding protein 2	protein-coding
MACS_peak_4443	chr21	16958988	16959960	+	2979.92	NA	NA	NA	-142779	NM_001283041	29761	Hs.743994	NM_013396	ENSG00000155313	USP25	USP21	ubiquitin specific peptidase 25	protein-coding
MACS_peak_4515	chr21	43025437	43026458	+	2966.16	NA	NA	NA	-73515	NR_024367	54090	Hs.570442	NR_024367		LINC00111	C21orf21|NCRNA00111	long intergenic non-protein coding RNA 111	ncRNA
MACS_peak_4432	chr21	16377260	16378128	+	2958.23	NA	NA	NA	59627	NM_003489	8204	Hs.155017	NM_003489	ENSG00000180530	NRIP1	CAKUT3|RIP140	nuclear receptor interacting protein 1	protein-coding
MACS_peak_4397	chr20	60981260	60982234	+	2942.78	NA	NA	NA	592	NM_031215	81928	Hs.301040	NM_031215	ENSG00000149679	CABLES2	C20orf150|dJ908M14.2|ik3-2	Cdk5 and Abl enzyme substrate 2	protein-coding
MACS_peak_158	chr1	32295603	32296984	+	2929.27	NA	NA	NA	-14641	NM_144569	90853	Hs.62604	NM_144569	ENSG00000134668	SPOCD1	PPP1R146	SPOC domain containing 1	protein-coding
MACS_peak_6273	chr7	45582738	45583725	+	2925.10	NA	NA	NA	-30508	NM_001281768	107	Hs.192215	NM_021116	ENSG00000164742	ADCY1	AC1|DFNB44	adenylate cyclase 1	protein-coding
MACS_peak_1389	chr11	129564023	129565010	+	2891.66	NA	NA	NA	-77352	NR_120582	101929557	Hs.385785	NR_120582	ENSG00000281097	LINC01395	-	long intergenic non-protein coding RNA 1395	ncRNA
MACS_peak_5442	chr4	148988439	148989347	+	2890.61	NA	NA	NA	285147	NR_039962	100616246		NR_039962	ENSG00000264274	MIR4799	-	microRNA 4799	ncRNA
MACS_peak_3106	chr17	76417048	76418274	+	2887.20	NA	NA	NA	42931	NM_024419	9489	Hs.654671	NM_024419	ENSG00000087157	PGS1	-	phosphatidylglycerophosphate synthase 1	protein-coding
MACS_peak_6165	chr7	906502	907570	+	2860.90	NA	NA	NA	-9155	NM_015949	51608	Hs.107387	NM_015949	ENSG00000239857	GET4	C7orf20|CEE|CGI-20|TRC35	guided entry of tail-anchored proteins factor 4	protein-coding
MACS_peak_6947	chr9	95380576	95381518	+	2857.07	NA	NA	NA	715	NR_036505	100128361	Hs.660395	NR_036505		LOC100128361	-	uncharacterized LOC100128361	ncRNA
MACS_peak_3143	chr17	80846514	80848165	+	2848.98	NA	NA	NA	-49441	NM_024702	79755	Hs.464391	NM_024702	ENSG00000141579	ZNF750	ZFP750	zinc finger protein 750	protein-coding
MACS_peak_3354	chr19	7684502	7685700	+	2846.76	NA	NA	NA	2776	NR_106850	102465475		NR_106850	ENSG00000273657	MIR6792	hsa-mir-6792	microRNA 6792	ncRNA
MACS_peak_6713	chr8	102515968	102517080	+	2843.69	NA	NA	NA	11857	NM_024915	79977	Hs.661088	NM_024915	ENSG00000083307	GRHL2	BOM|DFNA28|ECTDS|PPCD4|TFCP2L3	grainyhead like transcription factor 2	protein-coding
MACS_peak_5088	chr3	150474007	150474979	+	2825.36	NA	NA	NA	6463	NM_005067	6478	Hs.477959	NM_005067	ENSG00000181788	SIAH2	hSiah2	siah E3 ubiquitin protein ligase 2	protein-coding
MACS_peak_4570	chr21	46749693	46750837	+	2793.45	NA	NA	NA	11640	NR_103811	388830	Hs.592162	NR_103811	ENSG00000237664	LINC00316	C21orf111|NCRNA00316|PRED59	long intergenic non-protein coding RNA 316	ncRNA
MACS_peak_3341	chr19	4970387	4971433	+	2787.68	NA	NA	NA	1786	NM_001370093	23030	Hs.654816	NM_015015	ENSG00000127663	KDM4B	JMJD2B|TDRD14B	lysine demethylase 4B	protein-coding
MACS_peak_7080	chr9	130809194	130810146	+	2786.22	NA	NA	NA	19929	NM_197956	203245	Hs.373606	NM_197956	ENSG00000171169	NAIF1	C9orf90|bA379C10.2	nuclear apoptosis inducing factor 1	protein-coding
MACS_peak_4152	chr2	238418287	238419711	+	2784.63	NA	NA	NA	-575	NR_106869	102465486		NR_106869	ENSG00000277842	MIR6811	hsa-mir-6811	microRNA 6811	ncRNA
MACS_peak_3325	chr19	3389864	3390452	+	2780.48	NA	NA	NA	23577	NM_001245004	4782	Hs.170131	NM_005597	ENSG00000141905	NFIC	CTF|CTF5|NF-I|NFI	nuclear factor I C	protein-coding
MACS_peak_5417	chr4	140598011	140598744	+	2780.24	NA	NA	NA	11404	NM_002413	4258	Hs.81874	NM_002413	ENSG00000085871	MGST2	GST2|MGST-II	microsomal glutathione S-transferase 2	protein-coding
MACS_peak_2294	chr15	64188646	64189585	+	2760.43	NA	NA	NA	-25897	NR_029944	494334		NR_029944	ENSG00000199156	MIR422A	MIRN422A	microRNA 422a	ncRNA
MACS_peak_5186	chr3	189560215	189561363	+	2744.79	NA	NA	NA	13078	NR_030642	100126340		NR_030642	ENSG00000216058	MIR944	MIRN944|hsa-mir-944|mir-944	microRNA 944	ncRNA
MACS_peak_7104	chr9	132517324	132518443	+	2734.47	NA	NA	NA	-2562	NM_004878	9536	Hs.146688	NM_004878	ENSG00000148344	PTGES	MGST-IV|MGST1-L1|MGST1L1|MPGES|PGES|PIG12|PP102|PP1294|TP53I12|mPGES-1	prostaglandin E synthase	protein-coding
MACS_peak_456	chr1	182992463	182993684	+	2734.01	NA	NA	NA	518	NM_002293	3915	Hs.609663	NM_002293	ENSG00000135862	LAMC1	LAMB2	laminin subunit gamma 1	protein-coding
MACS_peak_5130	chr3	164352253	164353467	+	2733.92	NA	NA	NA	196408	NR_126405	104355289	Hs.574909	NR_126405	ENSG00000241767	LINC01324	-	long intergenic non-protein coding RNA 1324	ncRNA
MACS_peak_4149	chr2	238404682	238405573	+	2731.36	NA	NA	NA	9233	NM_001042467	79083	Hs.102406	NM_024101	ENSG00000115648	MLPH	SLAC2-A	melanophilin	protein-coding
MACS_peak_6516	chr8	8146526	8147234	+	2730.36	NA	NA	NA	60788	NR_024363	286042	Hs.656318	NR_024361	ENSG00000173295	FAM86B3P	-	family with sequence similarity 86, member A pseudogene	pseudo
MACS_peak_5095	chr3	153935503	153937035	+	2726.97	NA	NA	NA	97090	NM_001251963	26084	Hs.240845	NM_015595	ENSG00000114790	ARHGEF26	CSGEF|HMFN1864|SGEF	Rho guanine nucleotide exchange factor 26	protein-coding
MACS_peak_6960	chr9	97545079	97546042	+	2726.68	NA	NA	NA	23629	NM_001193329	84909	Hs.434253	NM_032823	ENSG00000148120	AOPEP	AP-O|APO|C90RF3|C9orf3|ONPEP	aminopeptidase O (putative)	protein-coding
MACS_peak_4642	chr22	29215191	29216185	+	2663.85	NA	NA	NA	-19128	NM_005080	7494	Hs.437638	NM_005080	ENSG00000100219	XBP1	TREB-5|TREB5|XBP-1|XBP2	X-box binding protein 1	protein-coding
MACS_peak_3667	chr2	28599722	28600745	+	2662.00	NA	NA	NA	-15492	NM_005253	2355	Hs.220971	NM_005253	ENSG00000075426	FOSL2	FRA2	FOS like 2, AP-1 transcription factor subunit	protein-coding
MACS_peak_7185	chrX	16680126	16680997	+	2656.45	NA	NA	NA	12280	NM_004057	795	Hs.639	NM_004057	ENSG00000169906	S100G	CABP|CABP1|CABP9K|CALB3	S100 calcium binding protein G	protein-coding
MACS_peak_1091	chr11	17427157	17427707	+	2641.57	NA	NA	NA	-16539	NM_001166290	3767	Hs.248141	NM_000525	ENSG00000187486	KCNJ11	BIR|HHF2|IKATP|KIR6.2|MODY13|PHHI|TNDM3	potassium voltage-gated channel subfamily J member 11	protein-coding
MACS_peak_7002	chr9	111240737	111242051	+	2635.25	NA	NA	NA	376872	NM_006686	10880	Hs.534390	NM_006686	ENSG00000148156	ACTL7B	Tact1	actin like 7B	protein-coding
MACS_peak_3008	chr17	55976869	55977972	+	2627.68	NA	NA	NA	3330	NM_001292025	404093	Hs.46679	NM_001271875	ENSG00000180891	CUEDC1	-	CUE domain containing 1	protein-coding
MACS_peak_2910	chr17	38336638	38337570	+	2610.63	NA	NA	NA	3381	NM_016339	51195	Hs.632254	NM_016339	ENSG00000108352	RAPGEFL1	Link-GEFII	Rap guanine nucleotide exchange factor like 1	protein-coding
MACS_peak_6280	chr7	47514679	47516107	+	2610.30	NA	NA	NA	-10992	NR_145813	109623468		NR_145813		SNORD151	-	small nucleolar RNA, C/D box 151	snoRNA
MACS_peak_3701	chr2	43968378	43969158	+	2609.41	NA	NA	NA	-32410	NM_001348912	51626	Hs.371597	NM_015522	ENSG00000138036	DYNC2LI1	CGI-60|D2LIC|LIC3	dynein cytoplasmic 2 light intermediate chain 1	protein-coding
MACS_peak_5230	chr3	197079766	197080613	+	2608.87	NA	NA	NA	-53997	NM_001366203	1739	Hs.292549	NM_004087	ENSG00000075711	DLG1	DLGH1|SAP-97|SAP97|hdlg	discs large MAGUK scaffold protein 1	protein-coding
MACS_peak_3709	chr2	45979576	45980183	+	2598.71	NA	NA	NA	101065	NM_005400	5581	Hs.580351	NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
MACS_peak_2229	chr15	40626851	40627975	+	2595.83	NA	NA	NA	5755	NM_207380	388115	Hs.32433	NM_207380	ENSG00000188549	CCDC9B	C15orf52	coiled-coil domain containing 9B	protein-coding
MACS_peak_4457	chr21	32901552	32902498	+	2585.20	NA	NA	NA	29375	NM_001353692	7074	Hs.517228	NM_003253	ENSG00000156299	TIAM1	TIAM-1	T cell lymphoma invasion and metastasis 1	protein-coding
MACS_peak_1244	chr11	71192327	71193202	+	2571.09	NA	NA	NA	8215	NR_106812	102466728		NR_106812	ENSG00000278349	MIR6754	hsa-mir-6754	microRNA 6754	ncRNA
MACS_peak_3064	chr17	70636412	70637260	+	2563.10	NA	NA	NA	-225	NR_033876	400619	Hs.447555	NR_033876	ENSG00000227036	LINC00511	LCAL5|onco-lncRNA-12	long intergenic non-protein coding RNA 511	ncRNA
MACS_peak_641	chr10	8170018	8171055	+	2546.42	NA	NA	NA	73885	NM_001002295	2625	Hs.524134	NM_002051	ENSG00000107485	GATA3	HDR|HDRS	GATA binding protein 3	protein-coding
MACS_peak_6865	chr9	33233783	33234670	+	2530.31	NA	NA	NA	-5939	NM_014471	27290	Hs.555934	NM_014471	ENSG00000122711	SPINK4	HEL136|PEC-60|PEC60	serine peptidase inhibitor, Kazal type 4	protein-coding
MACS_peak_3425	chr19	18943174	18944009	+	2503.32	NA	NA	NA	823	NM_001297549	5976	Hs.515266	NM_002911	ENSG00000005007	UPF1	HUPF1|NORF1|RENT1|pNORF1|smg-2	UPF1 RNA helicase and ATPase	protein-coding
MACS_peak_5967	chr6	44191042	44191931	+	2501.36	NA	NA	NA	154	NM_001078177	2030	Hs.25450	NM_004955	ENSG00000112759	SLC29A1	ENT1	solute carrier family 29 member 1 (Augustine blood group)	protein-coding
MACS_peak_6813	chr8	143627699	143628671	+	2497.88	NA	NA	NA	67655	NM_015193	23237	Hs.40888	NM_015193	ENSG00000198576	ARC	Arg3.1|hArc	activity regulated cytoskeleton associated protein	protein-coding
MACS_peak_6959	chr9	97401055	97402019	+	2487.85	NA	NA	NA	263	NM_000507	2203	Hs.494496	NM_000507	ENSG00000165140	FBP1	FBP	fructose-bisphosphatase 1	protein-coding
MACS_peak_6466	chr7	151553507	151554396	+	2483.12	NA	NA	NA	-20176	NR_038926	100505483	Hs.649054	NR_038926		PRKAG2-AS1	-	PRKAG2 antisense RNA 1	ncRNA
MACS_peak_3463	chr19	34370519	34371497	+	2464.83	NA	NA	NA	83233	NM_024076	79047	Hs.221873	NM_024076	ENSG00000153885	KCTD15	-	potassium channel tetramerization domain containing 15	protein-coding
MACS_peak_1360	chr11	117928222	117929362	+	2457.69	NA	NA	NA	-18935	NM_001290094	56649	Hs.161985	NM_019894	ENSG00000137648	TMPRSS4	CAPH2|MT-SP2|TMPRSS3	transmembrane serine protease 4	protein-coding
MACS_peak_4326	chr20	48684509	48685625	+	2451.46	NA	NA	NA	-26901	NR_051976	100887755	Hs.195705	NR_051976		TRERNA1	LINC00651|treRNA	translation regulatory long non-coding RNA 1	ncRNA
MACS_peak_2428	chr15	96437435	96438273	+	2448.40	NA	NA	NA	233216	NR_158193	105369212		NR_158193		LOC105369212	-	uncharacterized LOC105369212	ncRNA
MACS_peak_6063	chr6	125523156	125523930	+	2436.53	NA	NA	NA	-1314	NM_001318907	7164	Hs.591347	NM_003287	ENSG00000111907	TPD52L1	D53	TPD52 like 1	protein-coding
MACS_peak_377	chr1	154162627	154163522	+	2417.52	NA	NA	NA	1502	NM_001364682	7170	Hs.535581	NM_152263	ENSG00000143549	TPM3	CAPM1|CFTD|HEL-189|HEL-S-82p|NEM1|OK/SW-cl.5|TM-5|TM3|TM30|TM30nm|TM5|TPM3nu|TPMsk3|TRK|hscp30	tropomyosin 3	protein-coding
MACS_peak_5001	chr3	107544099	107545826	+	2416.33	NA	NA	NA	51953	NR_015414	151658	Hs.159043	NR_015414	ENSG00000241469	LINC00635	-	long intergenic non-protein coding RNA 635	ncRNA
MACS_peak_5954	chr6	42090319	42090865	+	2412.70	NA	NA	NA	19766	NM_001164446	647024	Hs.444277	NM_001164446	ENSG00000188112	C6orf132	bA7K24.2	chromosome 6 open reading frame 132	protein-coding
